,state,geoid,year,month,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,date,date_str
257,Michigan,USA-26,2020,07,642.0,594.84,5.96,8.26,8.79,0.09,2020-07-01,2020-07
258,Minnesota,USA-27,2020,07,585.97,559.17,9.91,5.29,5.48,0.1,2020-07-01,2020-07
259,Mississippi,USA-28,2020,07,1016.1,942.56,31.67,19.03,16.59,0.56,2020-07-01,2020-07
260,Missouri,USA-29,2020,07,929.0,824.64,13.44,8.65,7.74,0.13,2020-07-01,2020-07
261,Montana,USA-30,2020,07,97.1,87.56,8.19,1.23,0.91,0.08,2020-07-01,2020-07
262,Nebraska,USA-31,2020,07,226.35,209.54,10.83,1.9,1.86,0.1,2020-07-01,2020-07
263,Nevada,USA-32,2020,07,953.55,921.78,29.93,10.45,8.61,0.28,2020-07-01,2020-07
264,New Hampshire,USA-33,2020,07,25.84,25.43,1.87,1.42,1.58,0.12,2020-07-01,2020-07
265,New Jersey,USA-34,2020,07,323.03,314.92,3.55,25.29,30.33,0.34,2020-07-01,2020-07
266,New Mexico,USA-35,2020,07,272.68,263.18,12.55,4.68,4.35,0.21,2020-07-01,2020-07
267,New York,USA-36,2020,07,696.16,685.48,3.52,19.23,21.23,0.11,2020-07-01,2020-07
268,North Carolina,USA-37,2020,07,1848.58,1802.22,17.18,18.87,17.19,0.16,2020-07-01,2020-07
269,North Dakota,USA-38,2020,07,93.16,85.06,11.16,0.61,0.62,0.08,2020-07-01,2020-07
270,Northern Mariana Islands,USA-69,2020,07,0.39,0.27,0.51,0.0,0.0,0.0,2020-07-01,2020-07
271,Ohio,USA-39,2020,07,1270.0,1207.2,10.33,20.19,18.88,0.16,2020-07-01,2020-07
272,Oklahoma,USA-40,2020,07,732.23,673.31,17.02,4.97,4.49,0.11,2020-07-01,2020-07
273,Oregon,USA-41,2020,07,316.61,302.03,7.16,3.71,3.35,0.08,2020-07-01,2020-07
274,Pennsylvania,USA-42,2020,07,824.55,791.35,6.18,18.26,18.32,0.14,2020-07-01,2020-07
275,Puerto Rico,USA-72,2020,07,300.52,280.09,8.27,2.13,1.76,0.05,2020-07-01,2020-07
276,Rhode Island,USA-44,2020,07,71.26,62.71,5.92,1.84,2.52,0.24,2020-07-01,2020-07
277,South Carolina,USA-45,2020,07,1697.32,1689.45,32.81,31.39,26.15,0.51,2020-07-01,2020-07
278,South Dakota,USA-46,2020,07,64.52,62.24,7.04,1.26,1.18,0.13,2020-07-01,2020-07
279,Tennessee,USA-47,2020,07,1946.1,1816.36,26.6,14.52,13.45,0.2,2020-07-01,2020-07
280,Texas,USA-48,2020,07,8915.71,8580.49,29.59,154.55,102.01,0.35,2020-07-01,2020-07
281,Utah,USA-49,2020,07,577.23,587.44,18.32,4.39,4.0,0.13,2020-07-01,2020-07
282,Vermont,USA-50,2020,07,6.65,6.64,1.06,0.03,0.01,0.0,2020-07-01,2020-07
283,Virgin Islands,USA-78,2020,07,10.19,9.65,9.09,0.06,0.05,0.04,2020-07-01,2020-07
284,Virginia,USA-51,2020,07,874.23,829.67,9.72,13.26,12.76,0.15,2020-07-01,2020-07
285,Washington,USA-53,2020,07,780.13,754.44,9.91,10.32,8.97,0.12,2020-07-01,2020-07
286,West Virginia,USA-54,2020,07,120.58,110.42,6.16,0.74,0.52,0.03,2020-07-01,2020-07
287,Wisconsin,USA-55,2020,07,816.03,777.68,13.36,4.84,4.45,0.08,2020-07-01,2020-07
288,Wyoming,USA-56,2020,07,39.97,38.47,6.65,0.19,0.22,0.04,2020-07-01,2020-07
289,Alabama,USA-01,2020,08,1236.61,1275.18,26.01,19.42,19.1,0.39,2020-08-01,2020-08
290,Alaska,USA-02,2020,08,77.42,84.69,11.58,0.42,0.5,0.07,2020-08-01,2020-08
291,Arizona,USA-04,2020,08,895.42,1102.07,15.14,43.1,48.62,0.67,2020-08-01,2020-08
292,Arkansas,USA-05,2020,08,603.65,653.76,21.66,11.1,11.05,0.37,2020-08-01,2020-08
293,California,USA-06,2020,08,6782.9,7122.67,18.03,122.52,129.49,0.33,2020-08-01,2020-08
294,Colorado,USA-08,2020,08,349.97,375.57,6.52,3.58,4.11,0.07,2020-08-01,2020-08
295,Connecticut,USA-09,2020,08,99.0,98.57,2.76,1.06,1.49,0.04,2020-08-01,2020-08
296,Delaware,USA-10,2020,08,85.19,88.42,9.08,0.65,0.8,0.08,2020-08-01,2020-08
297,District of Columbia,USA-11,2020,08,60.19,61.96,8.78,0.71,0.75,0.11,2020-08-01,2020-08
298,Florida,USA-12,2020,08,4938.23,5575.13,25.96,140.13,152.57,0.71,2020-08-01,2020-08
299,Georgia,USA-13,2020,08,2674.06,2849.32,26.72,59.1,58.99,0.55,2020-08-01,2020-08
300,Guam,USA-66,2020,08,33.52,28.38,16.84,0.16,0.13,0.08,2020-08-01,2020-08
301,Hawaii,USA-15,2020,08,205.13,192.84,13.62,1.42,1.01,0.07,2020-08-01,2020-08
302,Idaho,USA-16,2020,08,367.84,393.42,22.02,5.52,5.82,0.33,2020-08-01,2020-08
303,Illinois,USA-17,2020,08,1838.1,1803.33,14.23,17.9,18.55,0.15,2020-08-01,2020-08
304,Indiana,USA-18,2020,08,918.61,879.4,13.06,10.68,11.26,0.17,2020-08-01,2020-08
305,Iowa,USA-19,2020,08,661.26,608.02,19.27,8.0,8.06,0.26,2020-08-01,2020-08
306,Kansas,USA-20,2020,08,493.1,474.2,16.28,3.0,3.25,0.11,2020-08-01,2020-08
307,Kentucky,USA-21,2020,08,642.03,644.11,14.42,6.84,6.69,0.15,2020-08-01,2020-08
308,Louisiana,USA-22,2020,08,1048.39,1139.59,24.51,32.29,34.0,0.73,2020-08-01,2020-08
309,Maine,USA-23,2020,08,19.81,19.33,1.44,0.29,0.43,0.03,2020-08-01,2020-08
310,Maryland,USA-24,2020,08,639.84,678.01,11.22,8.45,8.75,0.15,2020-08-01,2020-08
311,Massachusetts,USA-25,2020,08,352.29,360.85,5.24,14.55,14.8,0.21,2020-08-01,2020-08
312,Michigan,USA-26,2020,08,722.94,739.97,7.41,9.77,10.39,0.1,2020-08-01,2020-08
313,Minnesota,USA-27,2020,08,690.65,674.25,11.96,7.29,7.42,0.13,2020-08-01,2020-08
314,Mississippi,USA-28,2020,08,780.74,857.94,28.83,26.13,27.58,0.93,2020-08-01,2020-08
315,Missouri,USA-29,2020,08,1137.23,1158.42,18.87,10.26,10.68,0.17,2020-08-01,2020-08
316,Montana,USA-30,2020,08,111.71,113.08,10.58,1.42,1.65,0.15,2020-08-01,2020-08
317,Nebraska,USA-31,2020,08,260.52,263.75,13.64,2.06,2.31,0.12,2020-08-01,2020-08
318,Nevada,USA-32,2020,08,683.1,739.79,24.02,15.29,16.46,0.53,2020-08-01,2020-08
319,New Hampshire,USA-33,2020,08,22.32,23.33,1.72,0.55,0.64,0.05,2020-08-01,2020-08
320,New Jersey,USA-34,2020,08,329.19,342.31,3.85,4.06,7.47,0.08,2020-08-01,2020-08
321,New Mexico,USA-35,2020,08,153.29,169.51,8.08,4.42,4.51,0.21,2020-08-01,2020-08
322,New York,USA-36,2020,08,637.32,636.97,3.27,5.45,9.64,0.05,2020-08-01,2020-08
323,North Carolina,USA-37,2020,08,1471.58,1506.96,14.37,25.35,26.26,0.25,2020-08-01,2020-08
324,North Dakota,USA-38,2020,08,172.48,160.7,21.09,1.29,1.25,0.16,2020-08-01,2020-08
325,Northern Mariana Islands,USA-69,2020,08,0.45,0.54,1.0,0.0,0.0,0.0,2020-08-01,2020-08
326,Ohio,USA-39,2020,08,1032.19,1069.96,9.15,20.94,22.59,0.19,2020-08-01,2020-08
327,Oklahoma,USA-40,2020,08,718.61,739.65,18.69,8.35,8.63,0.22,2020-08-01,2020-08
328,Oregon,USA-41,2020,08,264.94,277.05,6.57,4.58,4.81,0.11,2020-08-01,2020-08
329,Pennsylvania,USA-42,2020,08,711.39,736.49,5.75,15.55,17.0,0.13,2020-08-01,2020-08
330,Puerto Rico,USA-72,2020,08,529.61,521.03,15.38,6.94,6.76,0.2,2020-08-01,2020-08
331,Rhode Island,USA-44,2020,08,94.42,96.56,9.11,1.32,1.29,0.12,2020-08-01,2020-08
332,South Carolina,USA-45,2020,08,966.97,1025.47,19.92,32.52,34.52,0.67,2020-08-01,2020-08
333,South Dakota,USA-46,2020,08,153.06,128.54,14.53,1.19,1.25,0.14,2020-08-01,2020-08
334,Tennessee,USA-47,2020,08,1577.06,1663.87,24.36,21.94,21.95,0.32,2020-08-01,2020-08
335,Texas,USA-48,2020,08,6362.16,6897.58,23.79,180.13,191.22,0.66,2020-08-01,2020-08
336,Utah,USA-49,2020,08,384.13,392.58,12.25,3.26,3.88,0.12,2020-08-01,2020-08
337,Vermont,USA-50,2020,08,6.77,6.17,0.99,0.03,0.07,0.01,2020-08-01,2020-08
338,Virgin Islands,USA-78,2020,08,23.65,23.28,21.92,0.23,0.27,0.25,2020-08-01,2020-08
339,Virginia,USA-51,2020,08,990.52,992.57,11.63,13.1,13.9,0.16,2020-08-01,2020-08
340,Washington,USA-53,2020,08,612.68,641.08,8.42,11.26,12.02,0.16,2020-08-01,2020-08
341,West Virginia,USA-54,2020,08,116.39,116.69,6.51,3.16,2.97,0.17,2020-08-01,2020-08
342,Wisconsin,USA-55,2020,08,764.94,790.31,13.57,6.1,6.6,0.11,2020-08-01,2020-08
343,Wyoming,USA-56,2020,08,36.0,39.06,6.75,0.35,0.55,0.09,2020-08-01,2020-08
344,Alabama,USA-01,2020,09,954.77,951.49,19.41,11.93,14.27,0.29,2020-09-01,2020-09
345,Alaska,USA-02,2020,09,87.73,83.44,11.41,0.6,0.49,0.07,2020-09-01,2020-09
346,Arizona,USA-04,2020,09,554.83,585.15,8.04,20.77,24.23,0.33,2020-09-01,2020-09
347,Arkansas,USA-05,2020,09,749.1,730.05,24.19,19.07,13.52,0.45,2020-09-01,2020-09
348,California,USA-06,2020,09,3619.43,3806.04,9.63,95.93,99.14,0.25,2020-09-01,2020-09
349,Colorado,USA-08,2020,09,443.1,415.18,7.21,3.63,3.78,0.06,2020-09-01,2020-09
350,Connecticut,USA-09,2020,09,155.7,148.62,4.17,1.43,1.21,0.03,2020-09-01,2020-09
351,Delaware,USA-10,2020,09,106.13,106.23,10.91,1.03,0.75,0.08,2020-09-01,2020-09
352,District of Columbia,USA-11,2020,09,44.47,46.18,6.54,0.67,0.63,0.09,2020-09-01,2020-09
353,Florida,USA-12,2020,09,2768.17,2676.84,12.46,104.33,103.39,0.48,2020-09-01,2020-09
354,Georgia,USA-13,2020,09,1574.9,1644.5,15.42,45.17,47.75,0.45,2020-09-01,2020-09
355,Guam,USA-66,2020,09,36.43,40.74,24.18,1.3,1.07,0.63,2020-09-01,2020-09
356,Hawaii,USA-15,2020,09,136.93,149.54,10.56,2.2,2.4,0.17,2020-09-01,2020-09
357,Idaho,USA-16,2020,09,343.1,312.98,17.51,3.5,3.75,0.21,2020-09-01,2020-09
358,Illinois,USA-17,2020,09,1975.1,1976.79,15.6,22.57,21.52,0.17,2020-09-01,2020-09
359,Indiana,USA-18,2020,09,867.27,870.86,12.94,11.2,10.43,0.15,2020-09-01,2020-09
360,Iowa,USA-19,2020,09,799.87,818.21,25.93,7.93,7.55,0.24,2020-09-01,2020-09
361,Kansas,USA-20,2020,09,585.0,577.96,19.84,7.57,6.63,0.23,2020-09-01,2020-09
362,Kentucky,USA-21,2020,09,731.53,719.0,16.09,8.1,8.23,0.18,2020-09-01,2020-09
363,Louisiana,USA-22,2020,09,618.8,633.27,13.62,18.7,19.27,0.41,2020-09-01,2020-09
364,Maine,USA-23,2020,09,28.83,28.06,2.09,0.3,0.32,0.03,2020-09-01,2020-09
365,Maryland,USA-24,2020,09,549.17,555.65,9.19,6.47,6.59,0.11,2020-09-01,2020-09
366,Massachusetts,USA-25,2020,09,119.43,371.57,5.39,13.2,13.48,0.2,2020-09-01,2020-09
367,Michigan,USA-26,2020,09,830.37,796.82,7.98,10.93,11.22,0.11,2020-09-01,2020-09
368,Minnesota,USA-27,2020,09,775.8,771.21,13.67,7.43,6.93,0.12,2020-09-01,2020-09
369,Mississippi,USA-28,2020,09,508.0,518.07,17.41,16.53,17.15,0.58,2020-09-01,2020-09
370,Missouri,USA-29,2020,09,1457.9,1459.66,23.78,17.8,18.99,0.31,2020-09-01,2020-09
371,Montana,USA-30,2020,09,191.3,171.95,16.09,2.53,2.37,0.22,2020-09-01,2020-09
372,Nebraska,USA-31,2020,09,375.9,357.19,18.46,3.03,3.08,0.16,2020-09-01,2020-09
373,Nevada,USA-32,2020,09,358.87,362.9,11.78,9.83,10.52,0.34,2020-09-01,2020-09
374,New Hampshire,USA-33,2020,09,33.03,31.6,2.32,0.23,0.36,0.03,2020-09-01,2020-09
375,New Jersey,USA-34,2020,09,444.07,415.32,4.68,5.9,5.96,0.07,2020-09-01,2020-09
376,New Mexico,USA-35,2020,09,136.1,127.53,6.08,3.27,3.54,0.17,2020-09-01,2020-09
377,New York,USA-36,2020,09,796.3,763.88,3.93,7.2,8.03,0.04,2020-09-01,2020-09
378,North Carolina,USA-37,2020,09,1433.83,1324.88,12.63,27.73,26.32,0.25,2020-09-01,2020-09
379,North Dakota,USA-38,2020,09,334.3,319.31,41.9,3.43,2.93,0.38,2020-09-01,2020-09
380,Northern Mariana Islands,USA-69,2020,09,0.47,0.59,1.1,0.0,0.0,0.0,2020-09-01,2020-09
381,Ohio,USA-39,2020,09,1027.67,1030.3,8.81,22.2,22.14,0.19,2020-09-01,2020-09
382,Oklahoma,USA-40,2020,09,948.87,929.97,23.5,7.7,7.47,0.19,2020-09-01,2020-09
383,Oregon,USA-41,2020,09,227.7,224.03,5.31,3.1,3.46,0.08,2020-09-01,2020-09
384,Pennsylvania,USA-42,2020,09,843.17,806.33,6.3,15.77,15.41,0.12,2020-09-01,2020-09
385,Puerto Rico,USA-72,2020,09,518.53,484.17,14.3,7.57,7.48,0.22,2020-09-01,2020-09
386,Rhode Island,USA-44,2020,09,93.3,98.54,9.3,2.2,2.15,0.2,2020-09-01,2020-09
387,South Carolina,USA-45,2020,09,965.0,923.3,17.93,21.93,22.8,0.44,2020-09-01,2020-09
388,South Dakota,USA-46,2020,09,296.0,294.43,33.28,1.87,1.74,0.2,2020-09-01,2020-09
389,Tennessee,USA-47,2020,09,1377.47,1399.28,20.49,23.4,22.82,0.33,2020-09-01,2020-09
390,Texas,USA-48,2020,09,4790.33,4160.29,14.35,108.17,110.29,0.38,2020-09-01,2020-09
391,Utah,USA-49,2020,09,696.23,643.31,20.07,1.7,1.55,0.05,2020-09-01,2020-09
392,Vermont,USA-50,2020,09,4.27,4.85,0.78,0.0,0.0,0.0,2020-09-01,2020-09
393,Virgin Islands,USA-78,2020,09,5.97,7.44,7.0,0.17,0.29,0.27,2020-09-01,2020-09
394,Virginia,USA-51,2020,09,922.57,944.97,11.07,20.93,17.63,0.21,2020-09-01,2020-09
395,Washington,USA-53,2020,09,461.4,459.93,6.04,7.33,7.09,0.09,2020-09-01,2020-09
396,West Virginia,USA-54,2020,09,186.6,183.33,10.23,4.53,4.49,0.25,2020-09-01,2020-09
397,Wisconsin,USA-55,2020,09,1614.63,1445.13,24.82,6.87,5.82,0.1,2020-09-01,2020-09
398,Wyoming,USA-56,2020,09,70.2,62.26,10.76,0.43,0.42,0.07,2020-09-01,2020-09
399,Alabama,USA-01,2020,10,1212.39,1065.78,21.74,13.77,13.37,0.27,2020-10-01,2020-10
400,Alaska,USA-02,2020,10,243.23,216.43,29.58,0.81,0.7,0.1,2020-10-01,2020-10
401,Arizona,USA-04,2020,10,885.52,787.51,10.82,10.48,9.42,0.13,2020-10-01,2020-10
402,Arkansas,USA-05,2020,10,919.13,886.84,29.39,17.94,18.17,0.6,2020-10-01,2020-10
403,California,USA-06,2020,10,3681.81,3576.96,9.05,56.87,60.75,0.15,2020-10-01,2020-10
404,Colorado,USA-08,2020,10,1185.61,1024.78,17.8,8.0,7.38,0.13,2020-10-01,2020-10
405,Connecticut,USA-09,2020,10,440.55,398.69,11.18,3.48,3.17,0.09,2020-10-01,2020-10
406,Delaware,USA-10,2020,10,139.94,133.84,13.75,2.32,1.88,0.19,2020-10-01,2020-10
407,District of Columbia,USA-11,2020,10,62.58,56.77,8.04,0.61,0.7,0.1,2020-10-01,2020-10
408,Florida,USA-12,2020,10,3097.77,2921.92,13.6,78.84,82.05,0.38,2020-10-01,2020-10
409,Georgia,USA-13,2020,10,2295.03,1571.99,14.74,29.97,29.89,0.28,2020-10-01,2020-10
410,Guam,USA-66,2020,10,70.74,71.24,42.28,0.97,1.09,0.65,2020-10-01,2020-10
411,Hawaii,USA-15,2020,10,85.55,88.73,6.27,2.68,2.84,0.2,2020-10-01,2020-10
412,Idaho,USA-16,2020,10,717.68,686.24,38.4,5.19,4.49,0.25,2020-10-01,2020-10
413,Illinois,USA-17,2020,10,3858.77,3410.3,26.91,35.32,33.82,0.27,2020-10-01,2020-10
414,Indiana,USA-18,2020,10,1920.71,1710.27,25.41,22.58,20.58,0.31,2020-10-01,2020-10
415,Iowa,USA-19,2020,10,1275.81,1128.61,35.77,11.55,11.66,0.37,2020-10-01,2020-10
416,Kansas,USA-20,2020,10,832.71,778.43,26.72,11.32,11.82,0.4,2020-10-01,2020-10
417,Kentucky,USA-21,2020,10,1174.65,1073.29,24.02,11.06,10.34,0.23,2020-10-01,2020-10
418,Louisiana,USA-22,2020,10,619.06,626.69,13.48,13.16,13.56,0.29,2020-10-01,2020-10
419,Maine,USA-23,2020,10,41.19,36.09,2.68,0.19,0.26,0.02,2020-10-01,2020-10
420,Maryland,USA-24,2020,10,657.29,621.05,10.27,6.39,6.05,0.1,2020-10-01,2020-10
421,Massachusetts,USA-25,2020,10,853.55,769.33,11.16,17.26,16.82,0.24,2020-10-01,2020-10
422,Michigan,USA-26,2020,10,1906.13,1651.21,16.53,19.84,18.12,0.18,2020-10-01,2020-10
423,Minnesota,USA-27,2020,10,1591.58,1417.5,25.13,13.61,12.5,0.22,2020-10-01,2020-10
424,Mississippi,USA-28,2020,10,708.71,671.18,22.55,11.77,12.08,0.41,2020-10-01,2020-10
425,Missouri,USA-29,2020,10,1930.97,1821.44,29.68,30.1,31.28,0.51,2020-10-01,2020-10
426,Montana,USA-30,2020,10,632.97,580.7,54.33,6.35,5.1,0.48,2020-10-01,2020-10
427,Nebraska,USA-31,2020,10,812.81,740.31,38.27,5.19,4.68,0.24,2020-10-01,2020-10
428,Nevada,USA-32,2020,10,669.68,622.79,20.22,5.77,5.81,0.19,2020-10-01,2020-10
429,New Hampshire,USA-33,2020,10,90.9,74.92,5.51,1.42,1.21,0.09,2020-10-01,2020-10
430,New Jersey,USA-34,2020,10,1052.16,955.98,10.76,7.35,6.84,0.08,2020-10-01,2020-10
431,New Mexico,USA-35,2020,10,550.16,492.73,23.5,4.55,3.87,0.19,2020-10-01,2020-10
432,New York,USA-36,2020,10,1575.94,1465.25,7.53,12.74,12.34,0.06,2020-10-01,2020-10
433,North Carolina,USA-37,2020,10,2058.1,1933.63,18.44,26.94,26.2,0.25,2020-10-01,2020-10
434,North Dakota,USA-38,2020,10,712.0,635.35,83.37,9.0,8.39,1.1,2020-10-01,2020-10
435,Northern Mariana Islands,USA-69,2020,10,0.71,0.7,1.3,0.0,0.0,0.0,2020-10-01,2020-10
436,Ohio,USA-39,2020,10,1990.65,1786.62,15.28,16.03,16.2,0.14,2020-10-01,2020-10
437,Oklahoma,USA-40,2020,10,1147.19,1133.3,28.64,9.87,9.16,0.23,2020-10-01,2020-10
438,Oregon,USA-41,2020,10,366.74,342.23,8.11,4.19,3.88,0.09,2020-10-01,2020-10
439,Pennsylvania,USA-42,2020,10,1570.35,1445.09,11.29,21.52,19.95,0.16,2020-10-01,2020-10
440,Puerto Rico,USA-72,2020,10,560.42,572.73,16.91,5.19,5.4,0.16,2020-10-01,2020-10
441,Rhode Island,USA-44,2020,10,262.13,239.63,22.62,2.81,2.62,0.25,2020-10-01,2020-10
442,South Carolina,USA-45,2020,10,924.84,899.75,17.48,17.97,17.35,0.34,2020-10-01,2020-10
443,South Dakota,USA-46,2020,10,761.39,671.78,75.94,6.52,5.55,0.62,2020-10-01,2020-10
444,Tennessee,USA-47,2020,10,2050.52,1962.53,28.74,28.81,27.58,0.4,2020-10-01,2020-10
445,Texas,USA-48,2020,10,5465.29,5207.04,17.96,78.94,78.72,0.27,2020-10-01,2020-10
446,Utah,USA-49,2020,10,1342.48,1258.09,39.24,4.65,4.35,0.13,2020-10-01,2020-10
447,Vermont,USA-50,2020,10,13.77,12.36,1.98,0.0,0.0,0.0,2020-10-01,2020-10
448,Virgin Islands,USA-78,2020,10,1.87,1.72,1.61,0.03,0.11,0.1,2020-10-01,2020-10
449,Virginia,USA-51,2020,10,1061.9,999.83,11.71,14.39,14.7,0.17,2020-10-01,2020-10
450,Washington,USA-53,2020,10,678.06,642.7,8.44,7.94,8.11,0.11,2020-10-01,2020-10
451,West Virginia,USA-54,2020,10,277.81,251.6,14.04,3.45,3.26,0.18,2020-10-01,2020-10
452,Wisconsin,USA-55,2020,10,3506.39,3221.61,55.33,24.32,20.69,0.35,2020-10-01,2020-10
453,Wyoming,USA-56,2020,10,237.1,211.78,36.59,1.19,0.79,0.14,2020-10-01,2020-10
454,Alabama,USA-01,2020,11,1907.97,1829.14,37.3,20.37,21.6,0.44,2020-11-01,2020-11
455,Alaska,USA-02,2020,11,538.67,517.74,70.77,1.27,1.35,0.19,2020-11-01,2020-11
456,Arizona,USA-04,2020,11,2702.8,2557.74,35.14,22.03,22.38,0.31,2020-11-01,2020-11
457,Arkansas,USA-05,2020,11,1505.63,1483.74,49.17,19.23,19.29,0.64,2020-11-01,2020-11
458,California,USA-06,2020,11,10065.87,9019.59,22.83,51.6,51.64,0.13,2020-11-01,2020-11
459,Colorado,USA-08,2020,11,4221.93,4014.45,69.71,25.03,23.44,0.41,2020-11-01,2020-11
460,Connecticut,USA-09,2020,11,1536.27,1420.0,39.83,13.47,11.67,0.33,2020-11-01,2020-11
461,Delaware,USA-10,2020,11,356.77,323.61,33.23,2.13,2.54,0.26,2020-11-01,2020-11
462,District of Columbia,USA-11,2020,11,142.87,133.16,18.87,1.13,1.08,0.15,2020-11-01,2020-11
463,Florida,USA-12,2020,11,6559.07,6225.05,28.98,61.2,59.82,0.28,2020-11-01,2020-11
464,Georgia,USA-13,2020,11,2723.23,2674.9,25.09,46.93,32.42,0.3,2020-11-01,2020-11
465,Guam,USA-66,2020,11,72.37,76.04,45.13,1.1,1.21,0.72,2020-11-01,2020-11
466,Hawaii,USA-15,2020,11,93.3,92.22,6.51,0.8,0.89,0.06,2020-11-01,2020-11
467,Idaho,USA-16,2020,11,1245.37,1228.01,68.72,10.23,10.29,0.58,2020-11-01,2020-11
468,Illinois,USA-17,2020,11,10375.6,10250.03,80.89,99.5,92.66,0.73,2020-11-01,2020-11
469,Indiana,USA-18,2020,11,5328.57,5117.6,76.02,46.37,45.65,0.68,2020-11-01,2020-11
470,Iowa,USA-19,2020,11,3394.53,3441.74,109.09,23.67,22.35,0.71,2020-11-01,2020-11
471,Kansas,USA-20,2020,11,2455.23,2344.22,80.47,17.7,20.21,0.69,2020-11-01,2020-11
472,Kentucky,USA-21,2020,11,2467.03,2359.41,52.81,17.13,16.5,0.37,2020-11-01,2020-11
473,Louisiana,USA-22,2020,11,1525.5,1453.67,31.27,16.7,16.46,0.35,2020-11-01,2020-11
474,Maine,USA-23,2020,11,169.63,163.21,12.14,1.57,1.43,0.11,2020-11-01,2020-11
475,Maryland,USA-24,2020,11,1770.57,1650.83,27.31,16.47,15.02,0.25,2020-11-01,2020-11
476,Massachusetts,USA-25,2020,11,2251.87,2166.68,31.44,25.23,24.26,0.35,2020-11-01,2020-11
477,Michigan,USA-26,2020,11,6364.6,5994.83,60.03,62.2,57.01,0.57,2020-11-01,2020-11
478,Minnesota,USA-27,2020,11,5676.53,5322.74,94.38,38.03,36.0,0.64,2020-11-01,2020-11
479,Mississippi,USA-28,2020,11,1103.67,1033.81,34.74,15.77,15.62,0.52,2020-11-01,2020-11
480,Missouri,USA-29,2020,11,4168.53,4043.97,65.89,29.7,32.64,0.53,2020-11-01,2020-11
481,Montana,USA-30,2020,11,981.83,994.75,93.07,10.23,11.0,1.03,2020-11-01,2020-11
482,Nebraska,USA-31,2020,11,1942.73,1898.46,98.14,13.1,12.77,0.66,2020-11-01,2020-11
483,Nevada,USA-32,2020,11,1729.4,1627.81,52.85,12.33,11.38,0.37,2020-11-01,2020-11
484,New Hampshire,USA-33,2020,11,330.33,298.19,21.93,1.43,1.34,0.1,2020-11-01,2020-11
485,New Jersey,USA-34,2020,11,3315.13,3100.58,34.91,21.43,20.38,0.23,2020-11-01,2020-11
486,New Mexico,USA-35,2020,11,1686.83,1589.26,75.79,18.33,16.93,0.81,2020-11-01,2020-11
487,New York,USA-36,2020,11,4684.17,4214.55,21.66,33.27,29.74,0.15,2020-11-01,2020-11
488,North Carolina,USA-37,2020,11,3005.43,2912.3,27.77,29.87,31.51,0.3,2020-11-01,2020-11
489,North Dakota,USA-38,2020,11,1177.9,1223.23,160.52,13.47,13.92,1.83,2020-11-01,2020-11
490,Northern Mariana Islands,USA-69,2020,11,0.47,0.45,0.83,0.0,0.0,0.0,2020-11-01,2020-11
491,Ohio,USA-39,2020,11,6845.53,6396.85,54.72,37.6,35.64,0.3,2020-11-01,2020-11
492,Oklahoma,USA-40,2020,11,2499.43,2332.66,58.95,13.53,13.86,0.35,2020-11-01,2020-11
493,Oregon,USA-41,2020,11,1017.7,928.82,22.02,7.63,7.21,0.17,2020-11-01,2020-11
494,Pennsylvania,USA-42,2020,11,5138.5,4734.67,36.98,51.87,49.22,0.38,2020-11-01,2020-11
495,Puerto Rico,USA-72,2020,11,667.73,661.52,19.53,9.47,8.72,0.26,2020-11-01,2020-11
496,Rhode Island,USA-44,2020,11,794.97,729.01,68.82,5.73,5.11,0.48,2020-11-01,2020-11
497,South Carolina,USA-45,2020,11,1362.5,1330.26,25.84,14.87,16.06,0.31,2020-11-01,2020-11
498,South Dakota,USA-46,2020,11,1149.07,1193.96,134.96,17.37,16.42,1.86,2020-11-01,2020-11
499,Tennessee,USA-47,2020,11,3649.63,3353.77,49.11,40.8,41.65,0.61,2020-11-01,2020-11
500,Texas,USA-48,2020,11,10283.07,9982.1,34.43,113.97,114.94,0.4,2020-11-01,2020-11
501,Utah,USA-49,2020,11,2702.47,2650.64,82.68,8.9,8.69,0.27,2020-11-01,2020-11
502,Vermont,USA-50,2020,11,66.43,61.96,9.93,0.37,0.21,0.03,2020-11-01,2020-11
503,Virgin Islands,USA-78,2020,11,5.6,5.94,5.59,0.07,0.14,0.13,2020-11-01,2020-11
504,Virginia,USA-51,2020,11,1888.17,1799.04,21.08,13.6,14.31,0.17,2020-11-01,2020-11
505,Washington,USA-53,2020,11,1986.5,1829.1,24.02,14.23,12.96,0.17,2020-11-01,2020-11
506,West Virginia,USA-54,2020,11,779.4,729.66,40.71,9.27,9.14,0.51,2020-11-01,2020-11
507,Wisconsin,USA-55,2020,11,5795.33,5931.41,101.87,47.07,49.45,0.85,2020-11-01,2020-11
508,Wyoming,USA-56,2020,11,666.9,650.32,112.36,4.27,4.8,0.83,2020-11-01,2020-11
509,Alabama,USA-01,2020,12,3603.29,3440.09,70.16,40.29,37.09,0.76,2020-12-01,2020-12
510,Alaska,USA-02,2020,12,462.35,490.53,67.05,2.68,2.57,0.35,2020-12-01,2020-12
511,Arizona,USA-04,2020,12,6347.84,5993.6,82.34,72.23,63.76,0.88,2020-12-01,2020-12
512,Arkansas,USA-05,2020,12,2186.42,2082.64,69.01,37.87,35.36,1.17,2020-12-01,2020-12
