,state,geoid,year,month,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,date,date_str
768,Oregon,USA-41,2021,04,660.83,609.17,14.44,3.83,3.81,0.09,2021-04-01,2021-04
769,Pennsylvania,USA-42,2021,04,4194.37,4253.1,33.22,37.5,35.59,0.28,2021-04-01,2021-04
770,Puerto Rico,USA-72,2021,04,811.07,787.52,23.25,6.33,5.62,0.17,2021-04-01,2021-04
771,Rhode Island,USA-44,2021,04,361.9,367.34,34.67,1.73,1.99,0.19,2021-04-01,2021-04
772,South Carolina,USA-45,2021,04,900.97,914.69,17.77,11.7,11.27,0.22,2021-04-01,2021-04
773,South Dakota,USA-46,2021,04,163.37,169.82,19.2,1.07,1.05,0.12,2021-04-01,2021-04
774,Tennessee,USA-47,2021,04,1177.4,1045.65,15.31,10.07,11.08,0.16,2021-04-01,2021-04
775,Texas,USA-48,2021,04,3307.4,3309.86,11.41,62.2,65.15,0.22,2021-04-01,2021-04
776,Utah,USA-49,2021,04,389.6,390.27,12.17,2.67,2.76,0.09,2021-04-01,2021-04
777,Vermont,USA-50,2021,04,122.57,130.15,20.86,0.63,0.73,0.12,2021-04-01,2021-04
778,Virgin Islands,USA-78,2021,04,7.27,6.71,6.31,0.03,0.08,0.07,2021-04-01,2021-04
779,Virginia,USA-51,2021,04,1353.8,1373.89,16.1,17.27,17.44,0.2,2021-04-01,2021-04
780,Washington,USA-53,2021,04,1268.83,1216.75,15.98,7.93,7.1,0.09,2021-04-01,2021-04
781,West Virginia,USA-54,2021,04,379.67,381.67,21.3,0.1,6.39,0.36,2021-04-01,2021-04
782,Wisconsin,USA-55,2021,04,813.73,797.13,13.69,7.8,8.3,0.14,2021-04-01,2021-04
783,Wyoming,USA-56,2021,04,61.07,59.57,10.29,0.23,0.38,0.06,2021-04-01,2021-04
784,Alabama,USA-01,2021,05,499.45,305.43,6.23,8.06,9.19,0.19,2021-05-01,2021-05
785,Alaska,USA-02,2021,05,65.45,81.8,11.18,0.71,1.29,0.18,2021-05-01,2021-05
786,Arizona,USA-04,2021,05,611.39,629.7,8.65,9.81,10.44,0.14,2021-05-01,2021-05
787,Arkansas,USA-05,2021,05,182.45,191.81,6.36,3.03,3.38,0.11,2021-05-01,2021-05
788,California,USA-06,2021,05,1537.39,1518.56,3.84,48.16,49.25,0.12,2021-05-01,2021-05
789,Colorado,USA-08,2021,05,1045.68,1179.38,20.48,9.39,9.47,0.16,2021-05-01,2021-05
790,Connecticut,USA-09,2021,05,261.55,328.63,9.22,4.55,5.29,0.15,2021-05-01,2021-05
791,Delaware,USA-10,2021,05,143.9,142.05,14.59,1.16,1.38,0.14,2021-05-01,2021-05
792,District of Columbia,USA-11,2021,05,38.74,46.06,6.53,0.87,0.95,0.13,2021-05-01,2021-05
793,Florida,USA-12,2021,05,2816.13,3324.58,15.48,52.03,56.99,0.27,2021-05-01,2021-05
794,Georgia,USA-13,2021,05,752.71,841.2,7.89,19.87,23.11,0.22,2021-05-01,2021-05
795,Guam,USA-66,2021,05,6.19,6.86,4.07,0.1,0.21,0.12,2021-05-01,2021-05
796,Hawaii,USA-15,2021,05,73.16,78.52,5.55,0.55,0.58,0.04,2021-05-01,2021-05
797,Idaho,USA-16,2021,05,140.58,160.45,8.98,1.42,1.97,0.11,2021-05-01,2021-05
798,Illinois,USA-17,2021,05,1532.32,1743.04,13.75,30.06,30.22,0.24,2021-05-01,2021-05
799,Indiana,USA-18,2021,05,751.32,828.04,12.3,9.29,9.58,0.14,2021-05-01,2021-05
800,Iowa,USA-19,2021,05,212.35,243.09,7.7,3.39,3.78,0.12,2021-05-01,2021-05
801,Kansas,USA-20,2021,05,149.9,175.07,6.01,2.87,3.13,0.11,2021-05-01,2021-05
802,Kentucky,USA-21,2021,05,406.03,456.55,10.22,10.26,10.84,0.24,2021-05-01,2021-05
803,Louisiana,USA-22,2021,05,390.45,436.71,9.39,6.26,6.94,0.15,2021-05-01,2021-05
804,Maine,USA-23,2021,05,211.84,229.88,17.1,1.32,1.8,0.13,2021-05-01,2021-05
805,Maryland,USA-24,2021,05,403.74,470.33,7.78,28.06,11.82,0.2,2021-05-01,2021-05
806,Massachusetts,USA-25,2021,05,579.74,690.57,10.02,8.45,9.15,0.13,2021-05-01,2021-05
807,Michigan,USA-26,2021,05,1794.29,2179.44,21.82,52.19,56.71,0.57,2021-05-01,2021-05
808,Minnesota,USA-27,2021,05,824.9,959.97,17.02,9.1,10.21,0.18,2021-05-01,2021-05
809,Mississippi,USA-28,2021,05,187.52,186.51,6.27,3.77,3.9,0.13,2021-05-01,2021-05
810,Missouri,USA-29,2021,05,467.68,792.85,12.92,13.97,11.17,0.18,2021-05-01,2021-05
811,Montana,USA-30,2021,05,96.68,106.3,9.95,1.32,1.51,0.14,2021-05-01,2021-05
812,Nebraska,USA-31,2021,05,124.19,135.81,7.02,4.16,2.13,0.11,2021-05-01,2021-05
813,Nevada,USA-32,2021,05,268.06,308.12,10.0,3.94,4.47,0.15,2021-05-01,2021-05
814,New Hampshire,USA-33,2021,05,123.87,142.35,10.47,1.61,1.9,0.14,2021-05-01,2021-05
815,New Jersey,USA-34,2021,05,616.45,760.32,8.56,21.23,23.24,0.26,2021-05-01,2021-05
816,New Mexico,USA-35,2021,05,164.13,187.24,8.93,6.32,3.51,0.17,2021-05-01,2021-05
817,New York,USA-36,2021,05,1751.97,2016.33,10.37,33.23,36.49,0.19,2021-05-01,2021-05
818,North Carolina,USA-37,2021,05,1009.48,1197.68,11.42,13.71,16.06,0.15,2021-05-01,2021-05
819,North Dakota,USA-38,2021,05,79.71,91.7,12.03,0.65,0.8,0.1,2021-05-01,2021-05
820,Northern Mariana Islands,USA-69,2021,05,0.61,0.65,1.21,0.0,0.0,0.0,2021-05-01,2021-05
821,Ohio,USA-39,2021,05,955.55,1072.25,9.17,18.61,20.69,0.18,2021-05-01,2021-05
822,Oklahoma,USA-40,2021,05,157.0,172.17,4.35,16.23,6.63,0.17,2021-05-01,2021-05
823,Oregon,USA-41,2021,05,539.45,590.93,14.01,6.1,5.65,0.13,2021-05-01,2021-05
824,Pennsylvania,USA-42,2021,05,1629.32,1925.41,15.04,32.03,35.2,0.27,2021-05-01,2021-05
825,Puerto Rico,USA-72,2021,05,233.97,280.58,8.28,6.42,6.88,0.2,2021-05-01,2021-05
826,Rhode Island,USA-44,2021,05,114.74,151.17,14.27,1.19,1.41,0.13,2021-05-01,2021-05
827,South Carolina,USA-45,2021,05,471.06,525.42,10.2,7.71,8.59,0.17,2021-05-01,2021-05
828,South Dakota,USA-46,2021,05,49.39,61.19,6.92,1.52,1.6,0.18,2021-05-01,2021-05
829,Tennessee,USA-47,2021,05,489.26,584.87,8.56,7.77,8.46,0.12,2021-05-01,2021-05
830,Texas,USA-48,2021,05,1892.94,2185.08,7.54,40.87,44.28,0.15,2021-05-01,2021-05
831,Utah,USA-49,2021,05,285.55,303.83,9.48,3.23,3.6,0.11,2021-05-01,2021-05
832,Vermont,USA-50,2021,05,40.9,48.17,7.72,0.29,0.42,0.07,2021-05-01,2021-05
833,Virgin Islands,USA-78,2021,05,10.23,10.54,9.92,0.0,0.01,0.01,2021-05-01,2021-05
834,Virginia,USA-51,2021,05,514.45,597.29,7.0,13.42,14.07,0.17,2021-05-01,2021-05
835,Washington,USA-53,2021,05,1049.29,1134.22,14.9,8.45,9.88,0.13,2021-05-01,2021-05
836,West Virginia,USA-54,2021,05,263.19,299.07,16.69,3.65,4.05,0.23,2021-05-01,2021-05
837,Wisconsin,USA-55,2021,05,450.58,513.43,8.82,9.87,10.8,0.19,2021-05-01,2021-05
838,Wyoming,USA-56,2021,05,64.58,70.45,12.17,0.39,0.42,0.07,2021-05-01,2021-05
839,Alabama,USA-01,2021,06,252.6,231.41,4.72,6.87,6.51,0.13,2021-06-01,2021-06
840,Alaska,USA-02,2021,06,34.73,31.41,4.3,0.27,0.29,0.04,2021-06-01,2021-06
841,Arizona,USA-04,2021,06,447.5,448.8,6.17,10.27,10.73,0.15,2021-06-01,2021-06
842,Arkansas,USA-05,2021,06,266.8,230.34,7.63,2.53,2.42,0.08,2021-06-01,2021-06
843,California,USA-06,2021,06,894.03,957.91,2.42,13.77,27.66,0.07,2021-06-01,2021-06
844,Colorado,USA-08,2021,06,491.97,511.21,8.88,7.47,7.8,0.13,2021-06-01,2021-06
845,Connecticut,USA-09,2021,06,67.03,65.09,1.83,1.33,1.73,0.05,2021-06-01,2021-06
846,Delaware,USA-10,2021,06,29.27,34.5,3.54,1.1,1.43,0.15,2021-06-01,2021-06
847,District of Columbia,USA-11,2021,06,14.57,14.79,2.1,0.3,0.42,0.06,2021-06-01,2021-06
848,Florida,USA-12,2021,06,289.13,1559.93,7.26,36.8,35.22,0.16,2021-06-01,2021-06
849,Georgia,USA-13,2021,06,364.17,364.57,3.42,18.3,18.79,0.18,2021-06-01,2021-06
850,Guam,USA-66,2021,06,6.7,6.05,3.59,0.03,0.01,0.01,2021-06-01,2021-06
851,Hawaii,USA-15,2021,06,45.2,47.18,3.33,0.57,0.61,0.04,2021-06-01,2021-06
852,Idaho,USA-16,2021,06,99.67,95.33,5.33,2.07,1.93,0.11,2021-06-01,2021-06
853,Illinois,USA-17,2021,06,322.47,365.12,2.88,15.03,17.64,0.14,2021-06-01,2021-06
854,Indiana,USA-18,2021,06,341.57,314.01,4.66,7.67,8.09,0.12,2021-06-01,2021-06
855,Iowa,USA-19,2021,06,81.23,79.65,2.52,2.77,2.77,0.09,2021-06-01,2021-06
856,Kansas,USA-20,2021,06,124.13,111.73,3.83,2.47,2.47,0.08,2021-06-01,2021-06
857,Kentucky,USA-21,2021,06,196.07,191.99,4.3,10.97,5.9,0.13,2021-06-01,2021-06
858,Louisiana,USA-22,2021,06,359.4,320.82,6.9,5.4,5.18,0.11,2021-06-01,2021-06
859,Maine,USA-23,2021,06,41.77,48.76,3.63,1.1,1.13,0.08,2021-06-01,2021-06
860,Maryland,USA-24,2021,06,79.67,94.05,1.56,4.23,4.83,0.08,2021-06-01,2021-06
861,Massachusetts,USA-25,2021,06,100.7,110.36,1.6,4.07,4.45,0.06,2021-06-01,2021-06
862,Michigan,USA-26,2021,06,280.23,295.51,2.96,20.77,22.07,0.22,2021-06-01,2021-06
863,Minnesota,USA-27,2021,06,132.7,148.98,2.64,5.6,5.75,0.1,2021-06-01,2021-06
864,Mississippi,USA-28,2021,06,135.03,124.9,4.2,3.2,3.13,0.11,2021-06-01,2021-06
865,Missouri,USA-29,2021,06,644.17,588.06,9.58,8.57,7.95,0.13,2021-06-01,2021-06
866,Montana,USA-30,2021,06,64.47,65.17,6.1,1.73,1.74,0.16,2021-06-01,2021-06
867,Nebraska,USA-31,2021,06,35.9,35.77,1.85,0.83,0.92,0.05,2021-06-01,2021-06
868,Nevada,USA-32,2021,06,332.13,283.91,9.22,3.17,3.28,0.11,2021-06-01,2021-06
869,New Hampshire,USA-33,2021,06,25.93,27.75,2.04,0.63,0.72,0.05,2021-06-01,2021-06
870,New Jersey,USA-34,2021,06,235.43,241.47,2.72,8.0,8.68,0.1,2021-06-01,2021-06
871,New Mexico,USA-35,2021,06,90.7,87.27,4.16,2.57,2.51,0.12,2021-06-01,2021-06
872,New York,USA-36,2021,06,417.13,467.14,2.4,11.23,12.89,0.07,2021-06-01,2021-06
873,North Carolina,USA-37,2021,06,426.3,411.26,3.92,11.63,11.77,0.11,2021-06-01,2021-06
874,North Dakota,USA-38,2021,06,25.43,27.0,3.54,0.53,0.62,0.08,2021-06-01,2021-06
875,Northern Mariana Islands,USA-69,2021,06,0.0,0.29,0.54,0.0,0.0,0.0,2021-06-01,2021-06
876,Ohio,USA-39,2021,06,313.0,331.33,2.84,14.93,15.25,0.13,2021-06-01,2021-06
877,Oklahoma,USA-40,2021,06,155.97,149.16,3.77,3.23,2.93,0.07,2021-06-01,2021-06
878,Oregon,USA-41,2021,06,237.3,253.88,6.02,3.43,3.9,0.09,2021-06-01,2021-06
879,Pennsylvania,USA-42,2021,06,327.47,376.48,2.94,15.23,15.9,0.12,2021-06-01,2021-06
880,Puerto Rico,USA-72,2021,06,44.53,54.43,1.61,1.57,1.84,0.05,2021-06-01,2021-06
881,Rhode Island,USA-44,2021,06,29.0,28.42,2.68,0.73,0.72,0.07,2021-06-01,2021-06
882,South Carolina,USA-45,2021,06,119.27,130.49,2.53,2.77,3.78,0.07,2021-06-01,2021-06
883,South Dakota,USA-46,2021,06,11.5,12.75,1.44,0.7,0.8,0.09,2021-06-01,2021-06
884,Tennessee,USA-47,2021,06,206.37,148.51,2.17,4.17,4.1,0.06,2021-06-01,2021-06
885,Texas,USA-48,2021,06,1534.37,1259.46,4.34,28.17,28.73,0.1,2021-06-01,2021-06
886,Utah,USA-49,2021,06,299.0,280.35,8.74,2.3,2.04,0.06,2021-06-01,2021-06
887,Vermont,USA-50,2021,06,6.33,7.19,1.15,0.03,0.08,0.01,2021-06-01,2021-06
888,Virgin Islands,USA-78,2021,06,13.87,13.71,12.91,0.1,0.13,0.12,2021-06-01,2021-06
889,Virginia,USA-51,2021,06,160.07,168.64,1.98,7.63,7.98,0.09,2021-06-01,2021-06
890,Washington,USA-53,2021,06,537.67,552.58,7.26,5.83,9.43,0.12,2021-06-01,2021-06
891,West Virginia,USA-54,2021,06,91.8,92.53,5.16,3.3,2.2,0.12,2021-06-01,2021-06
892,Wisconsin,USA-55,2021,06,106.77,118.61,2.04,9.07,9.84,0.17,2021-06-01,2021-06
893,Wyoming,USA-56,2021,06,71.53,64.95,11.22,0.93,0.75,0.13,2021-06-01,2021-06
894,Alabama,USA-01,2021,07,1116.9,862.99,17.6,5.94,5.23,0.11,2021-07-01,2021-07
895,Alaska,USA-02,2021,07,134.97,115.82,15.83,0.39,0.36,0.05,2021-07-01,2021-07
896,Arizona,USA-04,2021,07,1043.87,924.56,12.7,10.0,9.77,0.13,2021-07-01,2021-07
897,Arkansas,USA-05,2021,07,1195.71,1031.7,34.19,7.48,6.42,0.21,2021-07-01,2021-07
898,California,USA-06,2021,07,7122.13,3958.0,10.02,24.35,28.38,0.07,2021-07-01,2021-07
899,Colorado,USA-08,2021,07,566.84,518.83,9.01,4.84,5.2,0.09,2021-07-01,2021-07
900,Connecticut,USA-09,2021,07,160.74,135.95,3.81,0.48,0.55,0.02,2021-07-01,2021-07
901,Delaware,USA-10,2021,07,53.65,44.58,4.58,4.48,0.24,0.02,2021-07-01,2021-07
902,District of Columbia,USA-11,2021,07,34.29,30.53,4.33,0.26,0.28,0.04,2021-07-01,2021-07
903,Florida,USA-12,2021,07,8426.29,6785.82,31.6,38.77,33.97,0.16,2021-07-01,2021-07
904,Georgia,USA-13,2021,07,1400.0,1166.9,10.94,8.03,8.38,0.08,2021-07-01,2021-07
905,Guam,USA-66,2021,07,5.94,5.97,3.54,0.1,0.14,0.09,2021-07-01,2021-07
906,Hawaii,USA-15,2021,07,137.16,107.3,7.58,0.65,0.55,0.04,2021-07-01,2021-07
907,Idaho,USA-16,2021,07,177.1,152.64,8.54,1.45,1.42,0.08,2021-07-01,2021-07
908,Illinois,USA-17,2021,07,893.9,778.47,6.14,7.81,8.34,0.07,2021-07-01,2021-07
909,Indiana,USA-18,2021,07,560.74,496.79,7.38,5.0,5.2,0.08,2021-07-01,2021-07
910,Iowa,USA-19,2021,07,191.48,156.5,4.96,1.45,1.7,0.05,2021-07-01,2021-07
911,Kansas,USA-20,2021,07,470.16,401.02,13.77,3.42,3.56,0.12,2021-07-01,2021-07
912,Kentucky,USA-21,2021,07,573.45,471.55,10.55,3.58,3.59,0.08,2021-07-01,2021-07
913,Louisiana,USA-22,2021,07,1942.32,1614.06,34.72,8.42,7.25,0.15,2021-07-01,2021-07
914,Maine,USA-23,2021,07,46.13,38.64,2.88,1.35,1.27,0.09,2021-07-01,2021-07
915,Maryland,USA-24,2021,07,202.29,159.85,2.64,2.71,2.64,0.04,2021-07-01,2021-07
916,Massachusetts,USA-25,2021,07,316.58,261.63,3.8,2.84,2.55,0.04,2021-07-01,2021-07
917,Michigan,USA-26,2021,07,355.0,293.26,2.94,6.1,7.13,0.07,2021-07-01,2021-07
918,Minnesota,USA-27,2021,07,236.65,199.56,3.54,2.39,2.65,0.05,2021-07-01,2021-07
919,Mississippi,USA-28,2021,07,701.32,594.28,19.97,4.23,4.04,0.14,2021-07-01,2021-07
920,Missouri,USA-29,2021,07,1967.52,1765.97,28.77,12.16,12.21,0.2,2021-07-01,2021-07
921,Montana,USA-30,2021,07,84.45,73.52,6.88,1.26,1.33,0.12,2021-07-01,2021-07
922,Nebraska,USA-31,2021,07,119.26,101.68,5.26,0.97,1.16,0.06,2021-07-01,2021-07
923,Nevada,USA-32,2021,07,731.9,686.94,22.3,7.45,6.43,0.21,2021-07-01,2021-07
924,New Hampshire,USA-33,2021,07,37.19,32.79,2.41,0.48,0.53,0.04,2021-07-01,2021-07
925,New Jersey,USA-34,2021,07,514.77,432.74,4.87,4.84,4.91,0.06,2021-07-01,2021-07
926,New Mexico,USA-35,2021,07,157.23,137.83,6.57,2.26,2.2,0.1,2021-07-01,2021-07
927,New York,USA-36,2021,07,1138.65,924.91,4.76,5.52,5.46,0.03,2021-07-01,2021-07
928,North Carolina,USA-37,2021,07,1116.32,922.99,8.8,6.48,6.27,0.06,2021-07-01,2021-07
929,North Dakota,USA-38,2021,07,30.23,24.38,3.2,0.35,0.4,0.05,2021-07-01,2021-07
930,Northern Mariana Islands,USA-69,2021,07,0.42,0.23,0.43,0.0,0.0,0.0,2021-07-01,2021-07
931,Ohio,USA-39,2021,07,579.13,474.28,4.06,5.9,6.53,0.06,2021-07-01,2021-07
932,Oklahoma,USA-40,2021,07,734.97,635.96,16.07,3.13,2.81,0.07,2021-07-01,2021-07
933,Oregon,USA-41,2021,07,357.26,307.08,7.28,2.68,2.69,0.06,2021-07-01,2021-07
934,Pennsylvania,USA-42,2021,07,400.74,351.31,2.74,4.03,6.11,0.05,2021-07-01,2021-07
935,Puerto Rico,USA-72,2021,07,199.71,156.63,4.62,1.0,0.86,0.03,2021-07-01,2021-07
936,Rhode Island,USA-44,2021,07,55.68,46.89,4.43,0.32,0.44,0.04,2021-07-01,2021-07
937,South Carolina,USA-45,2021,07,655.1,536.92,10.43,2.74,3.18,0.06,2021-07-01,2021-07
938,South Dakota,USA-46,2021,07,21.94,20.69,2.34,0.26,0.45,0.05,2021-07-01,2021-07
939,Tennessee,USA-47,2021,07,827.32,671.72,9.84,5.55,5.28,0.08,2021-07-01,2021-07
940,Texas,USA-48,2021,07,4464.0,3603.07,12.43,28.52,26.13,0.09,2021-07-01,2021-07
941,Utah,USA-49,2021,07,559.0,543.75,16.96,2.58,2.84,0.09,2021-07-01,2021-07
942,Vermont,USA-50,2021,07,15.45,12.93,2.07,0.13,0.12,0.02,2021-07-01,2021-07
943,Virgin Islands,USA-78,2021,07,21.16,19.56,18.41,0.19,0.24,0.22,2021-07-01,2021-07
944,Virginia,USA-51,2021,07,453.03,395.21,4.63,3.77,3.92,0.05,2021-07-01,2021-07
945,Washington,USA-53,2021,07,673.87,628.6,8.25,5.84,6.39,0.09,2021-07-01,2021-07
946,West Virginia,USA-54,2021,07,95.97,84.08,4.69,1.77,1.82,0.1,2021-07-01,2021-07
947,Wisconsin,USA-55,2021,07,308.03,244.57,4.2,5.23,5.36,0.09,2021-07-01,2021-07
948,Wyoming,USA-56,2021,07,91.52,87.38,15.1,0.94,0.99,0.17,2021-07-01,2021-07
949,Alabama,USA-01,2021,08,3681.35,3505.42,71.49,24.1,21.16,0.43,2021-08-01,2021-08
950,Alaska,USA-02,2021,08,419.0,387.04,52.91,1.77,1.72,0.24,2021-08-01,2021-08
951,Arizona,USA-04,2021,08,2731.87,2661.17,36.56,17.42,17.74,0.24,2021-08-01,2021-08
952,Arkansas,USA-05,2021,08,2143.19,2162.08,71.64,25.58,24.44,0.81,2021-08-01,2021-08
953,California,USA-06,2021,08,13280.52,12393.56,31.37,46.65,56.63,0.14,2021-08-01,2021-08
954,Colorado,USA-08,2021,08,1309.16,1228.96,21.34,7.16,6.51,0.11,2021-08-01,2021-08
955,Connecticut,USA-09,2021,08,604.42,564.61,15.84,2.1,2.66,0.07,2021-08-01,2021-08
956,Delaware,USA-10,2021,08,272.42,250.42,25.72,1.52,1.46,0.15,2021-08-01,2021-08
957,District of Columbia,USA-11,2021,08,162.35,143.18,20.29,0.35,0.35,0.05,2021-08-01,2021-08
958,Florida,USA-12,2021,08,21282.42,20733.41,96.53,176.84,162.1,0.76,2021-08-01,2021-08
959,Georgia,USA-13,2021,08,7068.1,6380.81,59.84,33.19,28.41,0.27,2021-08-01,2021-08
960,Guam,USA-66,2021,08,65.1,50.71,30.1,0.19,0.12,0.07,2021-08-01,2021-08
961,Hawaii,USA-15,2021,08,668.06,613.2,43.31,1.68,1.62,0.11,2021-08-01,2021-08
962,Idaho,USA-16,2021,08,674.16,606.69,33.95,5.32,4.43,0.25,2021-08-01,2021-08
963,Illinois,USA-17,2021,08,3347.55,3031.29,23.92,18.84,17.06,0.13,2021-08-01,2021-08
964,Indiana,USA-18,2021,08,2815.32,2480.27,36.84,15.68,12.88,0.19,2021-08-01,2021-08
965,Iowa,USA-19,2021,08,804.84,757.57,24.01,2.74,2.92,0.09,2021-08-01,2021-08
966,Kansas,USA-20,2021,08,1160.29,1123.92,38.58,9.52,9.53,0.33,2021-08-01,2021-08
967,Kentucky,USA-21,2021,08,3095.94,2761.37,61.81,14.45,12.14,0.27,2021-08-01,2021-08
968,Louisiana,USA-22,2021,08,4455.39,4884.65,105.07,43.87,45.69,0.98,2021-08-01,2021-08
969,Maine,USA-23,2021,08,173.97,164.81,12.26,1.03,0.98,0.07,2021-08-01,2021-08
970,Maryland,USA-24,2021,08,918.0,856.95,14.18,6.1,5.84,0.1,2021-08-01,2021-08
971,Massachusetts,USA-25,2021,08,1293.19,1181.87,17.15,5.29,4.91,0.07,2021-08-01,2021-08
972,Michigan,USA-26,2021,08,1585.61,1490.46,14.92,11.68,11.08,0.11,2021-08-01,2021-08
973,Minnesota,USA-27,2021,08,1202.03,1071.33,19.0,4.61,4.47,0.08,2021-08-01,2021-08
974,Mississippi,USA-28,2021,08,3007.0,2867.06,96.33,27.94,24.52,0.82,2021-08-01,2021-08
975,Missouri,USA-29,2021,08,2552.84,2644.82,43.09,31.0,28.11,0.46,2021-08-01,2021-08
976,Montana,USA-30,2021,08,347.35,315.37,29.51,3.1,2.61,0.24,2021-08-01,2021-08
977,Nebraska,USA-31,2021,08,509.81,455.09,23.53,1.29,1.32,0.07,2021-08-01,2021-08
978,Nevada,USA-32,2021,08,1103.19,1079.95,35.06,19.29,18.23,0.59,2021-08-01,2021-08
979,New Hampshire,USA-33,2021,08,226.84,201.18,14.8,0.97,0.85,0.06,2021-08-01,2021-08
980,New Jersey,USA-34,2021,08,1697.19,1610.56,18.13,9.03,8.25,0.09,2021-08-01,2021-08
981,New Mexico,USA-35,2021,08,716.06,652.34,31.11,3.48,3.19,0.15,2021-08-01,2021-08
982,New York,USA-36,2021,08,4122.03,3910.39,20.1,18.74,16.91,0.09,2021-08-01,2021-08
983,North Carolina,USA-37,2021,08,5360.23,4826.19,46.02,26.9,23.5,0.22,2021-08-01,2021-08
984,North Dakota,USA-38,2021,08,188.84,166.11,21.8,0.71,0.67,0.09,2021-08-01,2021-08
985,Northern Mariana Islands,USA-69,2021,08,1.45,1.33,2.46,0.0,0.0,0.0,2021-08-01,2021-08
986,Ohio,USA-39,2021,08,2955.58,2631.09,22.51,12.06,9.82,0.08,2021-08-01,2021-08
987,Oklahoma,USA-40,2021,08,2300.74,2141.24,54.11,10.55,10.98,0.28,2021-08-01,2021-08
988,Oregon,USA-41,2021,08,1823.61,1685.53,39.96,10.48,8.47,0.2,2021-08-01,2021-08
989,Pennsylvania,USA-42,2021,08,2302.13,2056.6,16.07,12.42,11.15,0.09,2021-08-01,2021-08
990,Puerto Rico,USA-72,2021,08,781.77,767.69,22.67,9.03,7.78,0.23,2021-08-01,2021-08
991,Rhode Island,USA-44,2021,08,267.03,250.13,23.61,0.97,0.75,0.07,2021-08-01,2021-08
992,South Carolina,USA-45,2021,08,3810.94,3354.61,65.16,22.39,18.53,0.36,2021-08-01,2021-08
993,South Dakota,USA-46,2021,08,227.19,175.45,19.83,0.84,0.62,0.07,2021-08-01,2021-08
994,Tennessee,USA-47,2021,08,4921.81,4207.92,61.62,23.87,20.51,0.3,2021-08-01,2021-08
995,Texas,USA-48,2021,08,15228.71,14284.78,49.27,122.68,108.73,0.38,2021-08-01,2021-08
996,Utah,USA-49,2021,08,1031.06,1001.76,31.25,5.9,5.76,0.18,2021-08-01,2021-08
997,Vermont,USA-50,2021,08,106.81,94.6,15.16,0.52,0.41,0.06,2021-08-01,2021-08
998,Virgin Islands,USA-78,2021,08,43.55,44.36,41.76,0.58,0.68,0.64,2021-08-01,2021-08
999,Virginia,USA-51,2021,08,2324.23,2066.97,24.22,10.0,8.17,0.1,2021-08-01,2021-08
1000,Washington,USA-53,2021,08,2911.84,2619.09,34.4,15.26,13.55,0.18,2021-08-01,2021-08
1001,West Virginia,USA-54,2021,08,731.42,612.41,34.17,4.45,3.74,0.21,2021-08-01,2021-08
1002,Wisconsin,USA-55,2021,08,1508.87,1381.2,23.72,5.55,5.61,0.09,2021-08-01,2021-08
1003,Wyoming,USA-56,2021,08,322.87,287.98,49.76,2.65,2.1,0.36,2021-08-01,2021-08
1004,Alabama,USA-01,2021,09,3224.87,3470.83,70.79,67.2,62.92,1.28,2021-09-01,2021-09
1005,Alaska,USA-02,2021,09,866.43,787.45,107.64,4.4,3.65,0.5,2021-09-01,2021-09
1006,American Samoa,USA-60,2021,09,0.11,0.14,0.29,0.0,0.0,0.0,2021-09-01,2021-09
1007,Arizona,USA-04,2021,09,2722.0,2724.18,37.43,39.93,37.91,0.52,2021-09-01,2021-09
1008,Arkansas,USA-05,2021,09,1439.53,1532.95,50.8,25.23,25.59,0.85,2021-09-01,2021-09
1009,California,USA-06,2021,09,9662.0,10162.75,25.72,113.83,109.45,0.28,2021-09-01,2021-09
1010,Colorado,USA-08,2021,09,1858.8,1877.11,32.6,13.73,13.21,0.23,2021-09-01,2021-09
1011,Connecticut,USA-09,2021,09,575.77,600.62,16.85,9.03,5.72,0.16,2021-09-01,2021-09
1012,Delaware,USA-10,2021,09,437.03,431.05,44.27,2.47,2.46,0.25,2021-09-01,2021-09
1013,District of Columbia,USA-11,2021,09,190.73,198.58,28.14,0.47,0.5,0.07,2021-09-01,2021-09
1014,Florida,USA-12,2021,09,10676.6,12215.24,56.87,348.27,334.17,1.56,2021-09-01,2021-09
1015,Georgia,USA-13,2021,09,5725.87,6314.15,59.21,107.23,99.45,0.93,2021-09-01,2021-09
1016,Guam,USA-66,2021,09,149.4,149.76,88.88,1.6,1.48,0.88,2021-09-01,2021-09
1017,Hawaii,USA-15,2021,09,514.37,577.5,40.79,6.43,5.87,0.41,2021-09-01,2021-09
1018,Idaho,USA-16,2021,09,1196.97,1133.03,63.4,18.13,15.68,0.88,2021-09-01,2021-09
1019,Illinois,USA-17,2021,09,3510.17,3642.93,28.75,38.83,36.56,0.29,2021-09-01,2021-09
1020,Indiana,USA-18,2021,09,3475.4,3618.19,53.74,38.9,36.62,0.54,2021-09-01,2021-09
1021,Iowa,USA-19,2021,09,1577.0,1515.1,48.02,9.83,8.0,0.26,2021-09-01,2021-09
1022,Kansas,USA-20,2021,09,1330.43,1338.35,45.94,16.33,15.32,0.53,2021-09-01,2021-09
1023,Kentucky,USA-21,2021,09,3905.6,3987.83,89.26,34.4,31.06,0.69,2021-09-01,2021-09
1024,Louisiana,USA-22,2021,09,2024.57,1900.97,40.89,53.0,48.2,1.04,2021-09-01,2021-09
