date,New daily cases per 100k
2023-09-10,3.568142857142857
2023-09-17,3.9267142857142856
2023-09-24,4.168
2023-10-01,4.202428571428571
2023-10-08,4.278571428571429
2023-10-15,4.107285714285714
2023-10-22,3.9191428571428566
2023-10-29,4.069285714285714
2023-11-05,3.7944285714285715
2023-11-12,3.744285714285714
2023-11-19,4.129285714285714
2023-11-26,4.229571428571428
2023-12-03,4.336142857142857
2023-12-10,5.1259999999999994
2023-12-17,5.312571428571429
2023-12-24,5.4954285714285716
2023-12-31,5.833428571428572
2024-01-07,6.696285714285715
2024-01-14,7.396
2024-01-21,7.528571428571429
2024-01-28,6.859714285714285
2024-02-04,6.116428571428571
2024-02-11,5.068142857142858
2024-02-18,4.644714285714286
2024-02-25,4.043571428571428
2024-03-03,3.8115714285714284
2024-03-10,3.6257142857142854
